Community,WRF_RH2_Day,WRF_RH2_Night,WRF_T2_Day,WRF_T2_Night,WRF_TSK_Day,WRF_TSK_Night,WRF_TW2_Day,WRF_TW2_Night,WRF_WBGT_Day,WRF_WBGT_Night
WOODLAWN,51.68187836884307,71.9904745647611,26.797684359664785,22.794484224964787,35.58899989262762,20.22980320178011,19.22596978150474,18.858934254613317,24.25446639368364,20.071883454117
LINCOLN SQUARE,51.51404986941515,71.58672833527535,26.69359616995712,22.64441697062974,35.12943201845649,20.13153674034037,18.883354915418668,18.55681579180885,24.101219046158324,19.86636087648385
NORTH PARK,50.112062388626974,71.23893381384525,26.893484514562804,22.65749942301868,35.81707940480062,20.06001280258152,18.877034814269464,18.53942515400145,24.160374678842214,19.854082599518808
WEST ENGLEWOOD,51.49746332561633,71.70501213735717,26.852137615123866,22.83443269764098,35.57436752374508,20.25428853397,19.244581286319367,18.85855955639701,24.26729152793912,20.079674860746703
RIVERDALE,49.36930485960356,70.4918425944608,27.485107260270823,23.07958707085804,35.73202721679219,20.40145251354483,19.50001332988501,19.05356729542553,24.53914193241758,20.19193536403064
WEST LAWN,47.8797645568848,68.7645072937012,27.8407379150391,23.2647338867188,36.2260681152344,20.5361877441406,19.53173828125,18.9534177780151,24.6935338973999,20.1830387115479
IRVING PARK,49.366700003304686,70.68999101732865,27.22336369101178,22.83472923446926,35.98265392387528,20.207150563162973,19.115773380115424,18.678609665893656,24.31638900480644,19.96156365073362
AUSTIN,49.01650118556886,70.26102512352395,27.31933314294531,22.89361083772448,35.897811712881555,20.217479712072063,19.155721352256915,18.69216431240844,24.334846384898626,19.97616117801328
BURNSIDE,49.6113338470459,70.9045600891113,27.3818298339844,22.9254699707031,35.7493682861328,20.3733306884766,19.44970703125,18.9777345657349,24.483455657959,20.099142074585
EAST SIDE,60.453765395910416,74.39190290915626,25.387372237074253,22.57102823993264,30.83108678866807,20.711477608038717,19.108560553837837,18.959367902845194,23.850864658197,20.06115961435523
WEST RIDGE,52.81304830949939,72.96399617864296,26.273813246357417,22.373494704820097,35.156359884453934,19.96531660211686,18.738311539309823,18.46165767749077,23.89866320111709,19.76342400809788
MONTCLARE,46.82898201759687,68.67448475801156,27.884900891240875,23.025779548671604,36.07522759520638,20.28737755752197,19.256468849315063,18.69666185279338,24.59233017831733,19.94504915297235
LOWER WEST SIDE,52.76605634109024,72.0904406603387,26.49180481447554,22.74723612584238,35.09301273595592,20.194324963785373,19.10868384598136,18.760428188497688,24.04954216866213,20.029618524565283
WEST ELSDON,48.02141186526488,68.82065189373007,27.783997902122323,23.2343167940458,36.17588331468336,20.50372923585207,19.4879704722158,18.92380378391596,24.671242772996997,20.16023014499233
NORTH CENTER,52.63034371251459,71.67375146256585,26.634922309816915,22.714484851891584,34.5113893477506,20.2770077819489,18.99782697717392,18.64066979442808,24.11131273535554,19.929098351203223
WEST TOWN,64.85925294743024,75.09945084514642,24.33705868668484,22.181575144810942,28.34900030091751,20.202747515861653,18.39079900622513,18.32873005440942,23.244818554134685,19.718006820165098
SOUTH SHORE,59.80908191854304,74.34583134940175,25.404061733592645,22.53797503962665,31.293416953809363,20.591699114712824,19.017383539676693,18.82998092608021,23.775999160968887,20.01235215880653
GRAND BOULEVARD,54.8638401031494,73.372615814209,25.98671875,22.5850158691406,34.5586791992188,20.0952545166016,19.02490234375,18.74365234375,23.8201208114624,20.0106468200684
CHATHAM,49.6113338470459,70.9045600891113,27.3818298339844,22.9254699707031,35.7493682861328,20.3733306884766,19.44970703125,18.9777345657349,24.483455657959,20.099142074585
WEST PULLMAN,48.92700445251466,70.30042223754882,27.58238350585939,23.07187708007813,35.84627687988287,20.43846701660161,19.53088071289065,19.023211406555184,24.57712494506834,20.16821252868649
HEGEWISCH,51.595524462555936,71.88325190839241,27.066272310635934,22.865259759925763,34.890854508092474,20.47205845338905,19.45919461162289,19.051403802173827,24.39983975786337,20.137258863293766
NEAR WEST SIDE,70.84348616595284,76.5828759335093,23.02550032397923,21.74759275639881,24.65048222641644,19.550099944307696,17.779786810679983,17.88313910768609,22.652126311875552,19.44962553535836
UPTOWN,82.67689963232112,80.85365932802611,21.188100578211568,21.56751442438439,20.869602328916137,20.869602328916137,17.869418494309066,18.25044851665258,22.20231376116786,19.602471580988265
ENGLEWOOD,52.09711622838096,72.17436510731275,26.689817664036045,22.76630933971014,35.459493046203136,20.210112719436815,19.19883064381803,18.84311213868311,24.195869410073364,20.06360242062574
PORTAGE PARK,48.01365721691616,69.42896032223756,27.551207777001416,22.96997065050853,35.97745820845681,20.263011450055046,19.15978414601293,18.675141803697606,24.464435636586188,19.95872267799811
EDGEWATER,82.3959503173828,81.0554046630859,21.1742797851563,21.4898162841797,20.7595458984375,20.7595458984375,17.79150390625,18.1662111282349,22.1731948852539,19.5465822219849
WASHINGTON PARK,53.76044661745415,72.89474303612784,26.267120697090476,22.657317278128243,34.91793157696819,20.141060964416216,19.094266458840515,18.78331777289477,23.96997261262964,20.031765973019983
CHICAGO LAWN,47.8797645568848,68.7645072937012,27.8407379150391,23.2647338867188,36.2260681152344,20.5361877441406,19.53173828125,18.9534177780151,24.6935338973999,20.1830387115479
EAST GARFIELD PARK,49.3713264465332,70.3973922729492,27.228646850586,22.8976531982422,35.7965637207031,20.2067810058594,19.15087890625,18.6979494094849,24.27956199646,19.9934310913086
SOUTH LAWNDALE,48.5687039566603,69.5030272942377,27.510609737610014,23.07836884355125,36.15459421058436,20.396965419953112,19.28652168375205,18.800671819154232,24.51438344216509,20.072214892480226
AVALON PARK,49.72044005891661,70.96118964774601,27.35154761689569,22.91886826446286,35.73978467766032,20.365813550174963,19.438422908323563,18.97244283283111,24.47174613418376,20.097993749470533
NEAR NORTH SIDE,81.53345716604429,79.97396061736514,21.26156008981061,21.493866343896254,20.311084431400072,20.311084431400072,17.66171582865051,18.004043433553036,22.13280516989689,19.47958621963153
JEFFERSON PARK,47.8821258544922,69.3063735961914,27.5830780029297,22.9831176757813,35.976953125,20.268441772461,19.1640625,18.6748046875,24.4788274765015,19.9584465026855
CLEARING,47.24270049046919,68.47617056778077,28.04932298905678,23.198418593724018,36.37173777650501,20.51893943644457,19.614492829330448,18.89466774558852,24.80208128579653,20.10943926935611
FULLER PARK,54.8638401031494,73.372615814209,25.98671875,22.5850158691406,34.5586791992188,20.0952545166016,19.02490234375,18.74365234375,23.8201208114624,20.0106468200684
LOGAN SQUARE,52.13599339360771,71.51209110710198,26.72788710505332,22.73708808851537,34.710523806743765,20.277343617314852,19.02303422607991,18.651016503683504,24.14460264407332,19.937554618882817
HERMOSA,49.3682594299316,70.6914443969727,27.2229858398438,22.8345733642578,35.9826599121094,20.2070861816406,19.11572265625,18.6786136627197,24.3162183761597,19.9615669250488
NORTH LAWNDALE,48.94485591110573,69.92582049716115,27.375801131179227,22.992550388528,35.99419666482081,20.308598046329458,19.219494256893373,18.750867088413774,24.40421991574698,20.03423534491875
BELMONT CRAGIN,48.75289763782511,70.16787483557862,27.37875197434858,22.88713810358656,35.994912998983814,20.228985593957777,19.14404541388696,18.68054433560281,24.38330266950882,19.958676937344315
ALBANY PARK,49.6722098201712,70.91476184263621,27.08791655845624,22.76192374029664,35.91452184977066,20.14665767111484,19.017579959389952,18.621337569838374,24.252324017453528,19.917336855936416
HUMBOLDT PARK,49.36954828151562,70.567874949832,27.225364764906814,22.86108138638846,35.90445675828614,20.206957937701915,19.130496357989,18.686739118523708,24.300814275309506,19.97495719529901
GAGE PARK,48.0353612492814,68.82618099693163,27.77841016283994,23.23132132797436,36.17094113072883,20.50053273178928,19.483660231641775,18.920887406748783,24.669047549818995,20.1579839642679
LINCOLN PARK,81.0613723852556,80.08860800513843,21.55364755383602,21.718276821261263,21.415525277410424,21.011598780755463,18.054354430262453,18.362600675178584,22.3510595663513,19.68660381745818
MORGAN PARK,49.15028182883839,70.30580503599984,27.524386218353985,23.018948996198034,35.8059291430882,20.419904563191217,19.50401141715575,19.004601365589863,24.538700596316826,20.12388974297178
FOREST GLEN,48.80526084631264,70.08723671066929,27.298950050246567,22.83719488869256,35.885730152398764,20.180297400246253,19.04601281159361,18.610170007759432,24.341115640586555,19.90341048207079
LAKE VIEW,82.7654248309392,80.74943903441073,21.20205504714805,21.604712996944297,20.921959136634747,20.921959136634747,17.908048383651266,18.289731543551238,22.21819653049589,19.62883618057416
WASHINGTON HEIGHTS,49.6113338470459,70.9045600891113,27.3818298339844,22.9254699707031,35.7493682861328,20.3733306884766,19.44970703125,18.9777345657349,24.483455657959,20.099142074585
EDISON PARK,47.45204415499382,68.85760638932769,27.6164106197723,22.95963133533837,36.02882473942732,20.293024235945808,19.100430124823674,18.585079236420345,24.432584812614685,19.88645955267634
CALUMET HEIGHTS,50.45915493813291,71.296055170533,27.180625857213546,22.89197990271695,35.581828220634705,20.32616307932863,19.39425663067277,18.99022429460176,24.414718513124303,20.105370641210296
GARFIELD RIDGE,47.254841509276886,68.41718743947197,27.99336911183328,23.21687083207261,36.3631480989684,20.5028263342537,19.54981908974589,18.88888669224856,24.759373512002227,20.113017083492405
GREATER GRAND CROSSING,51.41966298335057,71.85889182224622,26.868865757043917,22.810275049938976,35.620725172694684,20.24509304818437,19.25222555919403,18.87263592630484,24.28216189359533,20.0751938169023
OHARE,45.93628149093129,67.21865353513658,28.094330705730695,23.18178500168616,36.2320075682044,20.47375206352036,19.252354608245994,18.611620879607116,24.632866050003468,19.93643724503681
SOUTH CHICAGO,52.49710444320707,72.10910829028657,26.751203343297924,22.81680774787209,34.88698839197475,20.306003285603374,19.295976294092387,19.000806216898155,24.26931348101405,20.10688634501471
DUNNING,47.51137881047127,69.08392447699451,27.68933124179317,22.99813629214913,36.01154950970578,20.275107895445935,19.19659308096824,18.682499248432045,24.518784783103285,19.9537301214754
ARMOUR SQUARE,54.8638401031494,73.372615814209,25.98671875,22.5850158691406,34.5586791992188,20.0952545166016,19.02490234375,18.74365234375,23.8201208114624,20.0106468200684
MCKINLEY PARK,52.40208202893616,71.8442838262339,26.58828527731973,22.782449841108477,35.17759071725315,20.21627538712302,19.13422346662304,18.77053984892172,24.09560589555834,20.03791038872768
ROGERS PARK,62.98782690619955,76.85348033670711,24.34796694443916,21.841325125354548,30.93766081526472,20.05131520264275,18.35541118685092,18.303489300777056,23.188800788335804,19.609278605083883
WEST GARFIELD PARK,49.3713264465332,70.3973922729492,27.228646850586,22.8976531982422,35.7965637207031,20.2067810058594,19.15087890625,18.6979494094849,24.27956199646,19.9934310913086
NEW CITY,53.87566595591873,72.71331368053792,26.245297851847525,22.67793406384752,34.79139417621156,20.153039850043086,19.090060523089043,18.768368974178436,23.942803946216067,20.031258993885857
BRIGHTON PARK,48.16335910548883,68.96378949839358,27.71702930632692,23.196663674569784,36.15781001510493,20.474682644839387,19.43807378043063,18.89250130983318,24.63570259116237,20.137394134059544
BEVERLY,49.02156160781313,70.11353806096564,27.54495619596864,23.0547440684338,35.84904039230832,20.436455065849096,19.49293208172732,19.00235701852396,24.542867987275383,20.134988521637865
OAKLAND,54.8638401031494,73.372615814209,25.98671875,22.5850158691406,34.5586791992188,20.0952545166016,19.02490234375,18.74365234375,23.8201208114624,20.0106468200684
NEAR SOUTH SIDE,62.86574319636256,75.22545021948368,24.474158435669725,22.1613550227781,29.87513786580354,19.830577206887103,18.43943170589108,18.35590474688195,23.226353513107988,19.756143153708496
DOUGLAS,54.8638401031494,73.372615814209,25.98671875,22.5850158691406,34.5586791992188,20.0952545166016,19.02490234375,18.74365234375,23.8201208114624,20.0106468200684
